 2000-Feb-02 11:02,*,t, 21 01 29.88, -16 56 27.0,  -26.774,-10.590,  0.98547724291488,  0.2544252,    0.0000,/?,    0.0000,   2.5185767,  73.431350,  0.4801379,         n.a.,    n.a.,
 2000-Feb-02 15:07,C,s, 21 02 11.15, -16 53 30.1,  -26.774,-10.590,  0.98551309492265,  0.4539004,    0.0000,/?,    0.0000,   2.5298375,  73.338071,  0.8571132,         n.a.,    n.a.,
 2000-Feb-03 06:56,*,r, 21 04 52.41, -16 42 02.5,  -26.774,-10.590,  0.98561094042194,  0.0596395,    0.0000,/?,    0.0000,   2.5265414,  73.363061,  0.1077675,         n.a.,    n.a.,
 2000-Feb-03 11:02,*,t, 21 05 33.73, -16 39 03.7,  -26.774,-10.590,  0.98562564215067,  0.2599957,    0.0000,/?,    0.0000,   2.5179478,  73.135716,  0.4908250,         n.a.,    n.a.,
 2000-Feb-03 15:09,C,s, 21 06 15.19, -16 36 02.3,  -26.773,-10.590,  0.98566242710661,  0.4607417,    0.0000,/?,    0.0000,   2.5293264,  73.046589,  0.8701612,         n.a.,    n.a.,
 2000-Feb-04 06:54,*,r, 21 08 55.24, -16 24 26.2,  -26.773,-10.590,  0.98576198287904,  0.0637997,    0.0000,/?,    0.0000,   2.5260010,  73.073361,  0.1156940,         n.a.,    n.a.,
 2000-Feb-04 11:02,*,t, 21 09 36.76, -16 21 23.0,  -26.773,-10.590,  0.98577724775794,  0.2653112,    0.0000,/?,    0.0000,   2.5172652,  72.845944,  0.5010366,         n.a.,    n.a.,
 2000-Feb-04 15:12,C,s, 21 10 18.59, -16 18 16.4,  -26.773,-10.590,  0.98581513817406,  0.4677830,    0.0000,/?,    0.0000,   2.5288362,  72.761149,  0.8835800,         n.a.,    n.a.,
 2000-Feb-05 06:52,*,r, 21 12 57.27, -16 06 32.9,  -26.773,-10.590,  0.98591610711416,  0.0677641,    0.0000,/?,    0.0000,   2.5254057,  72.789514,  0.1232511,         n.a.,    n.a.,
 2000-Feb-05 11:02,*,t, 21 13 38.99, -16 03 25.2,  -26.773,-10.590,  0.98593192248862,  0.2704344,    0.0000,/?,    0.0000,   2.5165259,  72.562088,  0.5108932,         n.a.,    n.a.,
 2000-Feb-05 15:14,C,s, 21 14 21.01, -16 00 14.2,  -26.773,-10.590,  0.98597072415212,  0.4741546,    0.0000,/?,    0.0000,   2.5282118,  72.481670,  0.8957723,         n.a.,    n.a.,
 2000-Feb-06 06:49,*,r, 21 16 58.33, -15 48 23.6,  -26.773,-10.590,  0.98607317975736,  0.0711523,    0.0000,/?,    0.0000,   2.5248242,  72.512522,  0.1297112,         n.a.,    n.a.,
 2000-Feb-06 11:03,*,t, 21 17 40.57, -15 45 10.1,  -26.773,-10.590,  0.98608967917330,  0.2764371,    0.0000,/?,    0.0000,   2.5157344,  72.283501,  0.5224422,         n.a.,    n.a.,
 2000-Feb-06 15:17,C,s, 21 18 22.79, -15 41 54.7,  -26.772,-10.590,  0.98612947200261,  0.4808479,    0.0000,/?,    0.0000,   2.5276037,  72.208386,  0.9085697,         n.a.,    n.a.,
 2000-Feb-07 06:47,*,r, 21 20 58.74, -15 29 57.4,  -26.772,-10.590,  0.98623319623176,  0.0749587,    0.0000,/?,    0.0000,   2.5241134,  72.240533,  0.1369756,         n.a.,    n.a.,
 2000-Feb-07 11:03,*,t, 21 21 41.18, -15 26 39.5,  -26.772,-10.590,  0.98625024634392,  0.2814091,    0.0000,/?,    0.0000,   2.5148760,  72.011650,  0.5320384,         n.a.,    n.a.,
 2000-Feb-07 15:19,C,s, 21 22 23.58, -15 23 19.7,  -26.772,-10.590,  0.98629095498451,  0.4870492,    0.0000,/?,    0.0000,   2.5268580,  71.941117,  0.9204818,         n.a.,    n.a.,
 2000-Feb-08 06:44,*,r, 21 24 58.19, -15 11 16.2,  -26.772,-10.590,  0.98639608743165,  0.0783802,    0.0000,/?,    0.0000,   2.5234160,  71.975502,  0.1435076,         n.a.,    n.a.,
 2000-Feb-08 11:03,*,t, 21 25 40.98, -15 07 53.1,  -26.772,-10.590,  0.98641373149571,  0.2864386,    0.0000,/?,    0.0000,   2.5139580,  71.745876,  0.5417594,         n.a.,    n.a.,
 2000-Feb-08 15:22,C,s, 21 26 23.74, -15 04 28.2,  -26.772,-10.590,  0.98645556956836,  0.4937320,    0.0000,/?,    0.0000,   2.5261288,  71.680196,  0.9333033,         n.a.,    n.a.,
 2000-Feb-09 06:42,*,r, 21 28 57.00, -14 52 18.8,  -26.772,-10.590,  0.98656195776220,  0.0823863,    0.0000,/?,    0.0000,   2.5225904,  71.715587,  0.1511621,         n.a.,    n.a.,
 2000-Feb-09 11:03,*,t, 21 29 39.97, -14 48 51.4,  -26.771,-10.590,  0.98658018762527,  0.2916208,    0.0000,/?,    0.0000,   2.5129825,  71.486235,  0.5517874,         n.a.,    n.a.,
 2000-Feb-09 15:24,C,s, 21 30 22.92, -14 45 22.2,  -26.771,-10.590,  0.98662298551024,  0.5001274,    0.0000,/?,    0.0000,   2.5252651,  71.425351,  0.9456298,         n.a.,    n.a.,
 2000-Feb-10 06:39,*,r, 21 32 54.84, -14 33 07.3,  -26.771,-10.590,  0.98673084021687,  0.0862153,    0.0000,/?,    0.0000,   2.5217845,  71.462733,  0.1584800,         n.a.,    n.a.,
 2000-Feb-10 11:03,*,t, 21 33 38.17, -14 29 34.9,  -26.771,-10.590,  0.98674972268186,  0.2970500,    0.0000,/?,    0.0000,   2.5119536,  71.232783,  0.5623025,         n.a.,    n.a.,
 2000-Feb-10 15:27,C,s, 21 34 21.46, -14 26 00.6,  -26.771,-10.590,  0.98679371978629,  0.5071743,    0.0000,/?,    0.0000,   2.5244249,  71.177010,  0.9591874,         n.a.,    n.a.,
 2000-Feb-11 06:37,*,r, 21 36 52.06, -14 13 40.5,  -26.771,-10.590,  0.98690295317970,  0.0907947,    0.0000,/?,    0.0000,   2.5208588,  71.215112,  0.1672374,         n.a.,    n.a.,
 2000-Feb-11 11:03,*,t, 21 37 35.56, -14 10 03.8,  -26.771,-10.590,  0.98692249760373,  0.3028146,    0.0000,/?,    0.0000,   2.5108773,  70.985577,  0.5734731,         n.a.,    n.a.,
 2000-Feb-11 15:30,C,s, 21 38 19.21, -14 06 24.4,  -26.771,-10.590,  0.98696774562763,  0.5145302,    0.0000,/?,    0.0000,   2.5235379,  70.935055,  0.9733524,         n.a.,    n.a.,
